SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m),Rep,Clase 
4,0.2401,24,0.05646097,-0.93202865,-0.37366861,-0.55935228,0.91400063,0.40317973,-25.10961723,27.27272606,-109.0909042,0.08832426,-0.08378692,8.06548119,0.99752349,-0.00082029,0.00067516,-0.070327,0.00116581,0.00640791,0.0056974,0,0,0,0,1,1
1,0.25,22,0.16595908,0.98396343,-0.09852411,0.53248751,0.8936094,0.50880998,-45.77608871,68.4595108,-90.9967804,0.8713392,3.38470626,-2.30276608,0.99932861,-0.00819236,-0.02937329,0.02030924,0.01400451,0.00389148,0.00337898,0,0,0,0,1,1
2,0.2501,24,0.99055314,0.08385918,0.07628229,0.00104148,0.01281043,0.43270943,-10.0847702,37.53288651,-67.58258057,2.07056165,-0.12095629,0.67170644,0.99981886,-0.01807394,0.00094944,-0.00587982,0.0029501,0.00556169,-0.00321084,0,0,0,0,1,1
4,0.2501,25,0.05664228,-0.93262821,-0.37403157,-0.84123129,1.051512,0.4734104,-25.02192307,27.15580177,-108.8278275,0.08057699,-0.08419414,8.07748032,0.99751616,-0.00075317,0.00068338,-0.07043141,0.00102187,0.00641013,0.00639917,0,0,0,0,1,1
1,0.26,23,0.16510834,0.98323566,-0.09544629,0.42602333,0.78805107,0.57493383,-44.16837311,67.29026794,-90.79216766,0.87167853,3.23311138,-2.31123018,0.99936545,-0.00817111,-0.02805056,0.02037385,0.01415132,0.00083893,0.00227732,0,0,0,0,1,1
2,0.2601,25,0.98987019,0.08204383,0.0751045,-0.17574574,0.28349307,0.75240034,-10.96170712,38.20520401,-67.93334961,2.06485581,-0.12056898,0.67513448,0.99981964,-0.01802416,0.00094582,-0.00590962,0.00117783,0.00451981,-0.00407998,0,0,0,0,1,1
4,0.2601,26,0.05821587,-0.93091369,-0.37530667,-1.21197367,1.22378254,0.50896251,-25.1973114,27.56503868,-109.061676,0.06923719,-0.08427691,8.09142303,0.99750769,-0.00065459,0.00069099,-0.07055272,-0.00061426,0.004765,0.00539095,0,0,0,0,1,1
1,0.27,24,0.16480486,0.98424548,-0.09361453,0.05073887,0.78377366,0.45653489,-44.16837311,67.29026794,-90.79216766,0.87086916,3.23840165,-2.31861377,0.99936289,-0.00816678,-0.02809632,0.02043837,0.01259254,-0.00105191,0.00297951,0,0,0,0,1,1
2,0.2701,26,0.98927146,0.08120964,0.07806467,-0.22825032,0.22664674,1.01445973,-11.16632557,38.08827972,-67.72873688,2.05565667,-0.11950946,0.68156314,0.99982083,-0.0179439,0.00093604,-0.00596547,0.00353158,0.0026102,-0.00445011,0,0,0,0,1,1
4,0.2701,27,0.06032297,-0.92524636,-0.37797731,-1.68821192,1.29177356,0.559834,-25.1973114,27.56503868,-109.061676,0.02788968,-0.0083261,8.10267448,0.99750113,-0.00024791,0.00005528,-0.07065026,-0.00263875,0.00049915,0.00129159,0,0,0,0,1,1
1,0.28,25,0.16693276,0.98626786,-0.08999871,-0.2913554,1.00581598,0.29430151,-45.77608871,68.37181854,-91.02601624,0.8662653,3.24228477,-2.32793975,0.99936062,-0.0081296,-0.02813034,0.02051881,0.01076946,-0.00476417,0.00495314,0,0,0,0,1,1
2,0.2801,27,0.99099696,0.07855608,0.08329186,-0.67508304,0.28096196,1.08982635,-11.16632557,38.08827972,-67.72873688,2.04244876,-0.1206304,0.6924175,0.99982232,-0.01782881,0.00094482,-0.00606024,0.00685885,-0.00186636,-0.00238554,0,0,0,0,1,1
4,0.2801,28,0.06204602,-0.91923887,-0.38337025,-1.91592503,1.44601715,0.71749771,-24.96346092,27.76965714,-108.9739838,0.00971978,-0.00948242,8.11987209,0.99749053,-0.00009047,0.00007654,-0.07079995,-0.003582,-0.00613325,-0.00211382,0,0,0,0,1,1
1,0.29,26,0.16826858,0.98196638,-0.09278163,-0.28782988,0.81488454,0.09698089,-45.39608383,68.13796997,-91.37679291,0.86201251,3.2440207,-2.33555841,0.99935913,-0.00809469,-0.02814571,0.02058431,0.00899359,-0.0015624,0.00108228,0,0,0,0,1,1
2,0.2901,28,0.99068737,0.07752029,0.08309495,-1.12322581,0.04524751,1.02196944,-10.96170712,38.49751663,-67.81642914,2.02995086,-0.11957723,0.70936245,0.99982333,-0.01771984,0.00093367,-0.00620782,0.00626351,-0.00248951,-0.00276518,0,0,0,0,1,1
4,0.2901,29,0.06111237,-0.91431373,-0.38524768,-1.65000796,1.42863548,0.78805828,-25.28500366,27.56503868,-109.5293732,-0.00579956,-0.01135201,8.13702297,0.99747992,0.00004345,0.00010241,-0.07094923,-0.00290066,-0.0094445,-0.00600624,0,0,0,0,1,1
1,0.3,27,0.17094186,0.97732329,-0.0899245,0.14711104,0.40292403,0.09585009,-45.74685669,68.22566223,-90.85062408,0.86276954,3.24536395,-2.3396318,0.99935806,-0.00810253,-0.028157,0.02062011,0.0057768,-0.00400827,-0.0034151,0,0,0,0,1,1
2,0.3001,29,0.98846239,0.07020032,0.08232208,-0.87311321,-0.00763685,0.96621758,-10.96170712,38.35136032,-68.07950592,2.01508522,-0.11620597,0.72331363,0.99982488,-0.01759006,0.00090292,-0.00632891,0.00262869,-0.00847997,-0.00538208,0,0,0,0,1,1
4,0.3001,30,0.05890623,-0.91218054,-0.38663641,-1.40371978,1.53345501,0.73865706,-25.7234726,27.79888916,-109.3539887,-0.01880437,-0.01236327,8.154809,0.99746895,0.00015601,0.00011928,-0.07110404,-0.00081172,-0.01129409,-0.00757994,0,0,0,0,1,1
1,0.31,28,0.17653364,0.97932947,-0.0887784,0.51117796,-0.0445715,0.04205682,-45.45454407,68.4595108,-90.85062408,0.80280125,3.27076054,-2.33278227,0.99935704,-0.00758232,-0.02838973,0.02054706,0.00058048,-0.00509699,-0.00084046,0,0,0,0,1,1
