SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m),Rep,Clase
5,0.22,19,0.06419469,-0.98631573,0.07582887,-6.13878775,-0.97177219,1.60823166,-21.98187637,18.18181801,-83.80590057,0.31027475,0.54069602,77.49182129,0.77992576,0.00084135,-0.00537465,-0.62584835,-0.00283517,-0.00017329,-0.00872375,0,0,0,0,1,2
1,0.22,22,-0.07708348,-0.99628097,0.05146445,6.73296213,-8.14591599,-0.69026566,-47.90996552,3.39082146,-105.5831604,0.65465701,-0.58945495,-13.73512745,0.99279946,-0.00505679,0.00579006,0.11954206,0.01825061,0.00144628,0.00021081,0,0,0,0,1,2
2,0.22,22,-0.39850748,-0.8640039,0.12704144,-27.01267433,-10.84488964,-50.03321457,-63.78252029,-5.46623802,-86.2028656,6.96103334,-21.23457336,37.14434433,0.9264136,-0.11513683,0.15532592,-0.32307175,-0.00396162,0.05409268,-0.05060355,0,0,0,0,1,2
5,0.23,20,0.0617759,-0.98753417,0.07490152,-6.34844637,-1.23932612,1.79731035,-22.06957054,15.05407715,-83.48435974,0.24605525,0.523691,77.48143005,0.77998221,0.00118512,-0.00490828,-0.6257813,-0.00064225,-0.00008509,-0.00771071,0,0,0,0,1,2
1,0.23,23,-0.07298199,-1.00214064,0.05740322,6.52975416,-7.76622486,-0.43260297,-47.64688492,3.09850907,-105.875473,0.72438926,-0.58119887,-13.80920982,0.99271905,-0.00566581,0.00579494,0.12018082,0.01401016,0.00591524,0.00610512,0,0,0,0,1,2
2,0.23,23,-0.43545154,-0.88642102,0.1384096,-26.1882,-14.01669312,-52.03696442,-63.57789993,-5.52470016,-86.0859375,6.75000381,-20.70415115,37.02279663,0.92784834,-0.11186959,0.15171656,-0.32181498,0.04052693,0.06956999,-0.03088324,0,0,0,0,1,2
5,0.24,21,0.05654353,-0.98732162,0.0738903,-6.55271339,-1.92750514,2.09897733,-21.71879578,19.02952385,-83.65974426,0.17936808,0.50418288,77.46408844,0.78007656,0.00153183,-0.00441156,-0.62566674,0.00424427,0.00007143,-0.00827549,0,0,0,0,1,2
1,0.24,24,-0.06225617,-1.00983632,0.06704568,5.32060909,-7.01576853,-0.43046635,-47.82227325,3.91698337,-105.817009,0.78160846,-0.5732649,-13.87638569,0.99264568,-0.00616643,0.00578984,0.12076034,0.0030572,0.01416109,0.01365525,0,0,0,0,1,2
2,0.24,24,-0.47047704,-0.93040228,0.06873305,-25.4622345,-6.43027782,-53.16133881,-63.02250671,-6.86933661,-86.17362976,6.51400375,-20.16812325,36.98130417,0.92906177,-0.10849033,0.14804505,-0.32118043,0.08223092,0.00537419,0.01414033,0,0,0,0,1,2
5,0.25,22,0.05370454,-0.98902452,0.07271177,-6.79918718,-2.02800393,2.5729239,-22.04033852,18.59105492,-83.36743927,0.11485565,0.40832746,77.45489502,0.78012782,0.00144735,-0.00340691,-0.62560922,0.00646173,-0.00005717,-0.00682048,0,0,0,0,1,2
1,0.25,25,-0.08069982,-1.00007153,0.05791147,5.51448727,-6.70058775,-0.59334421,-48.1438179,3.85852075,-106.1677856,0.84056169,-0.56380475,-13.94022846,0.99257523,-0.00668387,0.00577374,0.12131102,0.02211712,0.00441896,0.00445891,0,0,0,0,1,2
2,0.25,25,-0.46880379,-0.95256662,0.02581744,-25.09314728,-1.57644653,-52.93335342,-63.02250671,-6.86933661,-86.17362976,6.2624588,-19.63766289,36.98902512,0.9301126,-0.10505793,0.14441113,-0.32093447,0.08825409,-0.03277804,0.03460728,0,0,0,0,1,2
1,0.26,26,-0.0838902,-1.00060785,0.06222388,5.63004351,-7.37699127,-0.51527333,-48.1438179,3.85852075,-106.1677856,0.96519005,-0.77962667,-14.14058113,0.99234486,-0.00752114,0.00778821,0.12302279,0.02445273,0.00736397,0.00534771,0,0,0,0,1,2
2,0.26,26,-0.33480075,-0.95076168,-0.00630163,-24.94872665,5.08902121,-51.86014938,-63.02250671,-5.58316278,-86.43671417,4.9883337,-18.38201714,37.28702927,0.93225288,-0.09171745,0.13746829,-0.32186189,-0.03396329,-0.05692997,0.02365159,0,0,0,0,1,2
